Оплата за Полотенца бумажные Tolli Plus 2 слоя по счету 82066977337501289752 от 01/09/2026 Сумма 2790-00	NON_FOOD_GOODS
Оплата процентов за период с 13.10.2023г по 07.08.2025 г. по Договору №Г-00191/53 от 15 марта 2024г	LOAN
Оплата за Антистатик Лира 200мл по счету 58104582018821416412 от 21.06.2026г Сумма 1560-00	NON_FOOD_GOODS
Оплата по дог.финансовой аренды №Г-03854/61 от 12 февраля 2025, акт приема-передачи 478 от 24.02.2024г.. В т.ч. НДС(20%) 796666.66	LEASING
Оплата за Арома-блок Доместос Арома люкс дуо Сказочный аромат для очищения унитаза 2х50г по счету 24599413994429360244 от 03/01/2026 Сумма 4910-00	NON_FOOD_GOODS
Оплата по счет-фактуре 0834,0835,0836 от 19.06.2025 за фитинги,метизы.Сумма 20500.00 В т.ч. НДС 20% 3416.66	NON_FOOD_GOODS
Оплата за Помада гигиеническая EVO Пантенол 2.8г по счету 40891231063863240687 от 03.11.2024г Сумма 3100-00	NON_FOOD_GOODS
Оплата по Договору №В-04809/48 от 2023.06.18 за акт 0665 транспортные услуги Сумма 16600-00Без налога(НДС)	SERVICE
Оплата за Порошок Ушастый Нянь для стирки детского белья 2.4кг по счету 92922474070150716146 от 12.04.2026 г. Сумма 2670.00	NON_FOOD_GOODS
Оплата за Горох Скайфуд колотый шлифованный 900г по счету 77389437961986522071 от 04 декабря 2028 г. Сумма 1880-00	FOOD_GOODS
Возврат денежных средств по договору займа №А01176/37 от 13.01.2024г. Без НДС	LOAN
Оплата за Контейнер Полимербыт для СВЧ печи в ассортименте 0.75л по счету 16211217132928806544 от 20 мая 2023г Сумма 630-00	NON_FOOD_GOODS
"Комиссия АКБ ""Первый банк"" (АО) за выдачу носителей ключей ЭП по системе ""Интернет-Клиент"". НДС не облагается"	BANK_SERVICE
Оплата по дог.финансовой аренды 44.031033-ЕБ от 27.06.2025, акт приема-передачи 334 от 12.02.2024г. В т.ч. НДС(20%) 711666,66	LEASING
Оплата налогов	TAX
"НДС от Комиссия АКБ ""Первый банк"" (АО) за выполнение функции агента валютного контроля за з/п № 345 от 22.12.2024"	BANK_SERVICE
Предоставление кредита по договору №89-03285В от 25.09.2023 г. (приобретение транспортного средства)	BANK_SERVICE
Оплата по договору лизинга №277 от 18/07/2023, акт приема-передачи 0395 от 05.02.2024. В т.ч. НДС(20%) 133333,33	LEASING
Предоставление кредита по договору №Г03877 от 09 мая 2023г (нецелевой кредит)	BANK_SERVICE
Оплата за Чай Tess Pleasure черный с шиповником и яблоком в пакетиках 25х1.5г по счету 45330176183155308291 от 07.03.2026г Сумма 3090.00	FOOD_GOODS
Оплата за нут,сафлор по счету 0887,0888,0889 от 10/01/2028г. .Сумма 4060000-00 В т.ч. НДС 20% 676666-66	FOOD_GOODS
За строительные работы по адресу г. Якутск, Молодежная ул., д. 18 по договору №263 от 06 июня 2023 г.	SERVICE
Оплата по Договору №03585Е от 20.11.2028 г.за бухгалтерское сопровождение в счет задолженности	SERVICE
Предоставление денежных средств по договору займа 94.362399-АД от 27/03/2024. Без НДС	BANK_SERVICE
Оплата за Яблоки фасованные по счету 68051148367760635795 от 29.05.2025 г. Сумма 670-00	FOOD_GOODS
Оплата за игристое вино Asti по договроу №02180А от 08.07.2026 г. .Сумма 2370000-00 В т.ч. НДС 20% 395000-00	FOOD_GOODS
Оплата по Договору 22.046082-ДД от 04 ноября 2028за бухгалтерское сопровождение в счет задолженности	SERVICE
Оплата за Кисель Когда Я вырасту Вишня инстантный с 12мес. 85г по счету 01742895799713740851 от 16/05/2025 Сумма 3110.00	FOOD_GOODS
Оплата за Салфетки Tolli Plus бумажные в ассортименте 75шт по счету 48715042040272155160 от 21/07/2023 Сумма 4860,00	NON_FOOD_GOODS
Оплата по сч. 0220 от 31 августа 2027 г. за пищев. добавку (890,50 ев.) курс 104,4016. В т.ч. НДС 20% - 15 494,94	FOOD_GOODS
Оплата за Масло подсолнечное Слобода рафинированное дезодорированное 1л по счету 46029405436206419458 от 17/09/2025 Сумма 3990,00	FOOD_GOODS
Оплата по счету 0332 от 2024-11-13 за Red Bull. Сумма 32700,00 без учета НДС	FOOD_GOODS
Оплата за Голень цыпленка Петелинка охлажденная по счету 14117019828050339218 от 20.11.2025 г. Сумма 4110,00	NON_FOOD_GOODS
Оплата по счетам 0102,0103,0104 от 02.03.2026 г. (за бетон марки М300)Сумма 12600,00 В т.ч. НДС 20% 2100,0	NON_FOOD_GOODS
Оплата гос. пошлины	TAX
Счет на оплату № 0340 от 01.01.2028г.МКР для фильтрпресса. Сумма 36800,00В т.ч. НДС(20%) 6133,33	NON_FOOD_GOODS
Комиссия за срочные платежи в валюте Российской Федерации на счета в другие кредитные организации	BANK_SERVICE
Оплата за Полотенца бумажные Papia 3 слоя по счету 17479233177287489016 от 07.07.2026г Сумма 4530.00	NON_FOOD_GOODS
Обеспечительный платеж за виллу,договор №315 от 23 мая 2028	REAL_ESTATE
НДС от комиссии за выполнение функций агента валютного контроля по операциям в рамках контракта	BANK_SERVICE
оплата по счетам 0932, 0819,0669, 0136 за услугиСумма 02 декабря 2024В т.ч. НДС(20%) 3830000,00 (перевозка грузов)	SERVICE
"Комиссия за открытие счета согласно Тарифам АКБ ""Первый банк"" (АО). НДС не облагается."	BANK_SERVICE
Оплата по дог.финансовой аренды №Д02249 от 10 июля 2023, акт приема-передачи 320 от 05.01.2024. В т.ч. НДС(20%) 296666.66	LEASING
Оплата за Набор подарочный Pantene Pro-V Aqua Light шампунь + бальзам 250мл и 200мл по счету 68162421343991103078 от 21/06/2026г. Сумма 3390,00	NON_FOOD_GOODS
Оплата за Товары для ухода за автомобилем по счету 05861030658517520895 от 06 апреля 2028 Сумма 1650-00	NON_FOOD_GOODS
Частичная оплата по счету № 0159 от 13 декабря 2026г за костюмы ФаворитСумма 23800-00В т.ч. НДС(20%) 3966-66	NON_FOOD_GOODS
Покупка орг.техники	NON_FOOD_GOODS
Оплата за программирование блока фары Mercedes VIN A007642266. Работы выполнялись по з/н №Г03518/32	SERVICE
За информационные услуги по договору №00847Г от 28 августа 2024г	SERVICE
"Оплата по договору №12-02880Д от 08/05/2025, счету 0640 от 08/05/2025 за ""Дымовские колбасы"".Сумма 2850000.00 В т.ч. НДС 20% 475000.0"	FOOD_GOODS
Оплата за Корица Kotanyi молотая 25г по счету 15660387936773957555 от 22.10.2026 Сумма 2570.00	NON_FOOD_GOODS
За аренду машины/автомобиля по договору №Б-04181/29 от 06 января 2028 г.	SERVICE
Выплата на содержание родных детей	TAX
Оплата за Подушечки Любятово с шоколадной начинкой 220г по счету 39243255493935490495 от 29.04.2025 г. Сумма 2980-00	FOOD_GOODS
"НДС от Комиссия АКБ ""Первый банк"" (АО) за изготовление по запросу клиента ведомости банковского контроля"	BANK_SERVICE
Оплата за Аэрозоль Mosquitall Профессиональная защита от всех насекомых 150мл по счету 27197989113695086963 от 20 августа 2025 г. Сумма 4530,00	NON_FOOD_GOODS
Оплата за 500 штук новогодних шоколадных подарков по счету 0409 от 06.06.2023 .Сумма 28000,00 В т.ч. НДС 20% 4666,66	FOOD_GOODS
Оплата за Газета ТЕЛЕК PRESSA.RU по счету 28077639217978706054 от 24/09/2026 Сумма 4280-00	NON_FOOD_GOODS
Оплата по Счету 0461 от 02.03.2026 за возмещаемые расходы Сумма 37100,00 в том числе НДС(20%) 6183,33	FOOD_GOODS
Предоставление кредита по договору №9-03326/43 от 24.05.2026 (нецелевой кредит)	BANK_SERVICE
Оплата за Бананы Выгодно фасованные по счету 12865014550446576247 от 16.03.2028 г. Сумма 3420-00	FOOD_GOODS
Счет на оплату № 0177 от 25 января 2023гг.МКР для фильтрпресса. Сумма 26100.00В т.ч. НДС(20%) 4350.0	NON_FOOD_GOODS
Оплата за игристое вино Asti по договору №44-03055 от 06 декабря 2025 г. .Сумма 3360000-00 В т.ч. НДС 20% 560000-00	FOOD_GOODS
Оплата за Уход за одеждой и обувью по счету 46706925068538750963 от 13.12.2026г Сумма 960,00	SERVICE
Оплата за Мыло хозяйственное Econta 72%, 150г по счету 30893236078954343217 от 2026.03.10 Сумма 1570-00	NON_FOOD_GOODS
Оплата за Коктейль из морепродуктов Fish House в рассоле 300г по счету 90341727507327570528 от 10.03.2028г Сумма 4160.00	FOOD_GOODS
Оплата за ж/д, авиабилеты и проживание по счету 71864549131093893527 от 14/06/2025г. на основании договора №Г-02159/05 от 12.07.2025г	SERVICE
Оплата налога	TAX
Оплата за Салфетки влажные Top Energy для пластика, 30 шт по счету 47984139172186028087 от 10/04/2027 Сумма 1070-00	NON_FOOD_GOODS
За консультации юриста по договору №14-01248 от 22/11/2023	SERVICE
гос.услуга	TAX
Комиссия за организацию сделки по дог. лизинга №31-03791. Сумма 07/06/2024, в т.ч. НДС 20% 1370,00	LEASING
Оплата по Договору №64-01663 от 13 декабря 2025за бухгалтерское сопровождение в счет задолженности	SERVICE
Оплата по счету 0238,0239,0240 от 05.03.2024г. (в рамках договора финансовой аренды №В-03158/18 от 08 декабря 2024 г.). В т.ч. НДС(20%) 763333,33	LEASING
оплата по счетам 0943, 0556,0783, 0952 за услугиСумма 07 декабря 2028гВ т.ч. НДС(20%) 2470000-00 (перевозка грузов)	SERVICE
Оплата за Мороженое Сарафаново Пломбир Шоколадный 12% БЗМЖ 70г по счету 28971075442455293631 от 12.06.2023г Сумма 1180-00	FOOD_GOODS
По предвариельному договору №442 от 26 июня 2024 за квартиру в ЖК по адресу г. Пушкино, Луговой пер., д. 19	REAL_ESTATE
За информационные услуги по договору №Д00982/74 от 22.09.2023	SERVICE
За гостиницу (Россия, г. Норильск)	SERVICE
Оплата по договору процентного займа №В00487 от 09/02/2023. Без НДС	LOAN
Оплата по счету 0028,0029,0030 от 26/06/2024г. (в рамках договора финансовой аренды №Е03012 от 08/11/2024). В т.ч. НДС(20%) 151666-66	LEASING
Консульские сборы	TAX
Предоставление денежных средств по договору займа №В-03995/33 от 03.06.2023 г.. Без НДС	BANK_SERVICE
Оплата за Пшено Селяночка шлифованное 800г по счету 18221013319164034700 от 01 апреля 2025г Сумма 4800.00	FOOD_GOODS
Оплата по Договору №13-03938Е от 04.12.2023г за акт 0455 транспортные услуги Сумма 34400.00Без налога(НДС)	SERVICE
За строительные работы по адресу г. Ноябрьск, Трудовая ул., д. 25 по договору №01881Д от 26.06.2027г.	SERVICE
"Оплата по товарной накладной 0879 от 27.04.2025г. за конфеты ""Алёнка"".Сумма 32700,00 В т.ч. НДС 20% 5450,0"	FOOD_GOODS
Оплата минеральной питьевой воды по счету 46326436573533044571 от 09.07.2027 Сумма 47100.00 без учета НДС	FOOD_GOODS
Оплата по дог.финансовой аренды №01530Д от 12.10.2025г., акт приема-передачи 96 от 2024-10-26. В т.ч. НДС(20%) 715000-00	LEASING
Перевод собственных средтсв на собственный счет	NOT_CLASSIFIED
Оплата за Консервы из фруктов и ягод по счету 17434936868893095461 от 2027-05-29 Сумма 800.00	FOOD_GOODS
Оплата за Размещение рекламы по счету 19942407452737908038 от 08/05/2025г.; Договор №39-01254 от 11.07.2023	SERVICE
Оплата за Напиток чайный Вкус & Польза Шиповник-каркаде 20x1.5г по счету 28974533526174758369 от 22 ноября 2026 Сумма 3660-00	FOOD_GOODS
Оплата за Апельсины по счету 16825619436882755814 от 19.01.2027г Сумма 1830-00	FOOD_GOODS
Оплата по договору процентного займа №82-00518 от 01.04.2024. Без НДС	LOAN
Предоставление кредита по договору №04148Д от 22 декабря 2028г (нецелевой кредит)	BANK_SERVICE
Оплата за Станки бритвенные Gillette 2 одноразовые 5шт. по счету 74473891294750959971 от 21 октября 2027 Сумма 520-00	NON_FOOD_GOODS
Оплата по договору процентного займа (20%) №92-03489В от 29.03.2023. Без НДС	LOAN
ПРЕДОПЛАТА ПО ДОГ. №41А-00907 за Раствор водный натриевых солей (поли)акриловой кислотыСумма 4700000,00 в т.ч.НДС  783333,33	NON_FOOD_GOODS
Оплата по сч. 172 от 13.09.2023 г., за транспортные услуги НДС не облагается.	SERVICE
"Оплата основного долга за период с 20 июля 2023 по 09.10.2023 г. по Договору №Б01865 от 29 мая 2026г с ОАО ""Второй банк"""	BANK_SERVICE
Комиссия за организацию сделки по дог. лизигна №436. Сумма 29 февраля 2024 г., в т.ч. НДС 20% 4420,00	LEASING
Оплата за Зубная паста Aquafresh Total Care 3 освежающая мята 100мл по счету 96449765916517350467 от 03.04.2025 Сумма 1190,00	NON_FOOD_GOODS
Оплата по договору процентного займа (20%) №В04107 от 07 марта 2024 г.. Без НДС	LOAN
Оплата за Средство для мытья посуды Fairy Нежные руки чайное дерево и мята 450мл по счету 45828947450059683374 от 18.12.2028 Сумма 2260,00	FOOD_GOODS
Оплата за 500 штук новогодних шоколадных подарков по счету 0244 от 20 мая 2023 .Сумма 24900.00 В т.ч. НДС 20% 4150.0	FOOD_GOODS
Оплата за Хренодер Global Village классический упаковка в ассортименте 200г по счету 25126642436842934214 от 04/08/2028 Сумма 4730-00	NON_FOOD_GOODS
Оплата за ж/д, авиабилеты и проживание по счету 58683517737333808855 от 12.07.2023г. на основании договора №01273Б от 07 ноября 2024г	SERVICE
Предоставление денежных средств по договору займа №1-00978/31 от 02.02.2024г. Без НДС	BANK_SERVICE
Частичная оплата по счету № 0402 от 09.04.2024 за костюмы ФаворитСумма 16900-00В т.ч. НДС(20%) 2816-66	NON_FOOD_GOODS
Оплата по договору процентного займа (20%) №6-01982/57 от 24.06.2024 г.. Без НДС	LOAN
7й лизинговый платеж по договору №Г02259 от 26.07.2025. В т.ч. НДС(20%) 446666.66	LEASING
Оплата по договору лизинга №В-02013/98 от 10/11/2025, акт приема-передачи 0327 от 29 декабря 2024. В т.ч. НДС(20%) 113333,33	LEASING
Оплата обучения по договору №Б01365 от 25.09.2024	SERVICE
Оплата по догвору купли-продажи №А-04262/46 от 20.08.2023 г. за виллу №30 по адресу г. Северск, Южная ул., д. 5	REAL_ESTATE
За доставку водным транспортом из г. Улан-Удэ в г. Архангельск по договору 02.203966-ВБ от 13.01.2023г	NON_FOOD_GOODS
Оплата по договору №83Д-02287 от 13.12.2027г, за сырьё для пищевой промышленности в т.ч. НДС 20% 555000,0	LOAN
Оплата по договору процентного займа (20%) №40-02600 от 11 мая 2024г. Без НДС	LOAN
Собственные средства	NOT_CLASSIFIED
За участие в конференции в г. Комсомольск-на-Амуре по договору №Е03525/04 от 14 марта 2023	SERVICE
За покупку авиабилетов г. Арзамас - г. Новомосковск по договору №Д02096 от 27.08.2025	SERVICE
За юридические услуги по договору №92-01190Е от 08 марта 2024	SERVICE
Оплата за запасные части для оборудования по счету №0511 от 20.12.2024; Договор №80-00047 от 24 января 2025г	NON_FOOD_GOODS
Оплата за Размещение рекламы по счету 24873501035244300992 от 28.03.2024г.; Договор №24-02964А от 07.03.2024г	SERVICE
Оплата за Гречка ядрица 900г по счету 99167667258742221526 от 22 ноября 2026г Сумма 4040,00	FOOD_GOODS
Оплата за Диски ватные Я самая Мягкие и нежные 120шт по счету 96807409204106246232 от 18/03/2024г. Сумма 1750,00	NON_FOOD_GOODS
Оплата по дог.финансовой аренды №00825Е от 09.02.2023, акт приема-передачи 793 от 15 ноября 2024. В т.ч. НДС(20%) 833333-33	LEASING
Возврат денежных средств по договору займа №Б00509/57 от 18 июля 2024г. Без НДС	LOAN
Оплата по договору №Г02022/87 от 07 апреля 2027 г., за сырьё для пищевой промышленности в т.ч. НДС 20% 291666.66	FOOD_GOODS
Оплата за Размещение рекламы по счету 72246828926801610982 от 27.08.2024 г.; Договор №12Б-03499 от 20.07.2025г	SERVICE
За бронирование отеля в г. Тольятти по договору 82.237550-ЕВ от 27.08.2026	SERVICE
Перевод собственных средств себе	NOT_CLASSIFIED
Оплата за Станки бритвенные Gillette 2 одноразовые 5шт. по счету 61009226301823337504 от 07/05/2026г. Сумма 1900.00	NON_FOOD_GOODS
Предоставление кредита по договору №23Д-00551 от 09/01/2025г. (приобретение недвижимости)	BANK_SERVICE
Оплата за Печенье Шарлиз сдобное апельсин 137г по счету 29176939059913907248 от 04/05/2026 Сумма 2460,00	FOOD_GOODS
Оплата за запчасти по договору поставки №333 от 27 мая 2024 (ГБД 0480 АО Автодом Ауди по счету №0099	NON_FOOD_GOODS
Частичная оплата по счету № 0618 от 19 января 2028г за костюмы ФаворитСумма 16200-00В т.ч. НДС(20%) 2700-00	NON_FOOD_GOODS
Оплата за Средство чистящее Liberhaus лимонная свежесть для унитаза в ассортименте 55г по счету 74417857159684675598 от 24.07.2028 Сумма 770,00	NON_FOOD_GOODS
Лечение по договору №392 от 04.03.2025г.	SERVICE
оплата по счёту № 0419 от 02.09.2025г. за транспортные услугиСумма 760000-00В т.ч. НДС(20%) 126666-66	SERVICE
Оплата по счет-фактуре 0415,0416,0417 от 25 июля 2023 за фитинги,метизы.Сумма 11300-00 В т.ч. НДС 20% 1883-33	NON_FOOD_GOODS
Оплата за ж/д, авиабилеты и проживание по счету 71411986466441138258 от 05/07/2028г. на основании договора №049 от 25.02.2026г	SERVICE
Возмещение расходов на страхование ОСАГО по договору лизинга №343 от 26.06.2023г в сумме 32000.00, без НДС	LEASING
Оплата за кофе в зернах по счету 49599351964075609854 от 10.02.2023г Сумма 1030-00 в т.ч. НДС 20% 171-66	FOOD_GOODS
